4505	3	14962
9528	4	3037
22781	5	3449
22849	7	14200
3683	1	20953
22935	5	4394
13476	3	22387
4281	0	13812
17609	7	7325
17133	7	6777
18719	7	8619
21595	7	12343
11492	4	1188
1709	1	18419
19980	7	10180
2478	1	18296
1651	0	11832
19919	5	3226
11823	4	3776
9235	4	2929
11624	3	21063
1183	1	16234
7595	4	2235
3814	1	21308
13454	3	18693
2684	1	18702
19204	7	9212
6142	4	1406
20135	7	10386
14506	6	3355
17673	7	7397
19589	7	13918
1723	0	6640
753	1	19352
18725	5	819
567	0	9882
2078	2	14579
17198	7	6849
1055	0	7849
609	1	15518
14214	4	2928
19425	7	9491
2718	1	18775
14545	6	1825
16925	7	8885
970	1	15948
7720	3	17954
13358	3	16225
10076	3	19893
21537	5	2281
11718	4	3754
8472	3	18598
19743	5	3148
12106	4	1455
10058	4	3202
8675	4	1455
661	0	5133
2509	0	8178
10224	3	20016
15977	5	993
14547	6	565
6716	3	17079
10080	3	19895
607	1	17590
1250	1	16318
3355	0	10462
10792	3	20444
21476	7	12174
12900	3	19856
269	0	14250
21178	5	2297
5578	3	16007
1494	1	16675
7038	3	17359
16870	7	6488
14422	6	1690
19504	5	908
22048	7	12989
5072	4	610
1511	1	19492
827	1	21447
10229	3	20018
9661	4	1769
10583	4	3396
14513	6	2190
5249	3	15693
1191	0	14083
17161	5	481
769	1	18421
20173	7	10434
237	2	14556
1285	0	13873
3732	1	21063
1459	0	10347
5224	4	439
16410	7	5997
1059	0	7648
2920	2	14626
3942	0	12470
1833	0	6837
5684	4	985
81	0	12183
10153	3	19955
480	0	7497
14439	6	4101
12694	3	21838
3209	0	13221
9015	3	19046
1830	0	6831
11844	3	21228
9137	3	19145
26	2	14436
20897	5	3658
10908	3	20524
19688	5	1757
15238	7	4784
14176	4	1774
22798	5	4348
16635	7	13520
14413	6	4014
8419	4	2609
14563	6	2359
4852	3	15304
6907	4	1871
22052	7	12995
2646	0	13916
18301	7	8118
11399	4	3653
14411	6	433
17784	7	7527
15433	7	4982
6614	3	16986
7678	3	16106
21441	7	12130
5410	4	888
334	1	15217
6480	3	16863
18750	7	8660
87	2	14482
18776	5	2310
11499	4	3688
650	0	5120
2561	0	9495
2150	0	10676
22400	7	13499
12642	3	16865
206	1	22339
1104	0	5691
7005	3	17332
13086	3	22120
3752	1	22944
14723	6	1244
695	1	18334
20837	7	12755
14518	6	3714
11344	3	14936
17849	7	12578
14638	6	3050
11900	4	3227
14445	6	2945
21607	7	12359
17014	5	1627
10357	3	20113
19358	7	9408
16541	5	1405
17802	5	1882
20187	5	3352
14544	6	347
8912	4	2808
12247	4	2022
7769	3	15263
15928	5	952
1145	2	14690
729	0	5212
1036	0	11512
12568	3	17221
14494	6	1799
1567	0	10867
10287	4	3288
14419	6	2766
16780	5	1566
462	1	15353
20763	5	3597
20135	5	701
15740	5	798
454	0	4894
6103	4	1382
6173	4	543
557	1	15461
6936	4	1136
6006	4	353
19245	7	9257
16612	5	1454
17505	7	7207
773	1	15710
1722	2	14491
1660	0	13247
11963	3	19019
1702	1	22854
14453	6	2374
13208	4	4038
1022	2	14680
22924	5	229
3841	2	14620
14422	6	1640
6075	4	1364
16928	5	47
13162	4	598
2490	2	14459
9782	4	2408
890	2	14526
14629	6	1384
14701	6	3499
242	2	14559
19916	7	10105
4285	1	22623
2096	0	10683
229	0	12606
8823	4	153
3630	2	14465
7076	4	857
5425	4	901
13123	3	17127
1807	1	18800
2568	1	18472
167	2	14474
14491	6	983
3139	1	19722
4608	4	189
15228	7	12888
22300	5	4177
14437	6	27
17478	7	7909
1252	1	16324
6804	3	17158
249	1	17239
6735	3	17094
14437	6	3840
3495	0	10887
17651	5	1082
14491	6	689
7079	4	887
14648	6	2087
10046	3	19870
20735	7	11869
18059	7	7841
19212	5	2660
20318	5	3413
314	0	13249
4201	0	13440
2137	1	21135
6227	3	16625
3002	0	9430
3467	1	20446
2105	0	13424
1036	1	19367
19273	7	9292
20294	7	10586
13932	3	22673
14626	6	3459
22552	7	13740
10518	4	1899
6076	4	1267
4792	4	362
17713	7	7443
637	0	5105
15881	5	915
2935	1	19235
10770	4	1635
14622	6	2780
94	2	14486
887	0	12645
11125	3	15584
1835	0	8545
21111	5	932
1231	0	6967
21044	7	11598
2873	1	19105
22910	5	191
321	0	4750
5892	4	731
14453	6	184
410	0	5137
17445	5	1311
20636	5	3591
16876	7	6495
2733	1	18806
3874	1	21470
1520	0	6317
1138	0	5747
14147	3	22813
3772	2	14435
3749	0	11696
5984	3	16397
5332	3	15775
16975	7	6602
9465	3	18504
3425	2	14413
14441	6	1450
19715	5	3135
18085	5	1328
14675	6	1215
484	1	19838
5166	4	689
2291	1	17930
12184	4	3161
12953	4	443
7953	3	18156
145	2	14511
3457	2	14526
1315	1	19774
2306	0	7718
14461	6	55
2424	1	18186
11825	3	19273
15605	7	10012
2133	0	14230
7223	3	17521
13015	4	4100
21843	7	12700
19325	7	9363
18151	7	7947
16202	7	5780
3870	2	14463
5183	3	15628
1120	1	16140
2493	0	8149
10821	4	1110
14634	6	3483
8988	4	1153
8899	4	2804
8159	3	18332
11697	3	21120
1059	2	14491
134	2	14505
4621	3	15077
17779	7	13857
473	1	15365
22044	5	3073
9663	4	3077
6010	3	16422
443	1	15334
14559	6	242
3091	1	19589
14813	6	4005
13759	3	22565
17026	7	6656
8143	4	382
15344	5	453
7504	4	793
2240	1	18830
15130	5	252
767	1	15703
926	0	5458
6051	4	1347
6555	3	16931
6163	3	16564
572	0	5026
2290	2	14424
8218	4	2526
469	0	4909
14678	6	3344
141	1	15011
11265	4	3610
21233	5	1044
14276	3	18573
2847	1	19053
584	1	15489
3598	0	11233
17251	7	6912
154	0	11540
1470	0	6975
2462	2	14411
332	0	13742
14390	4	3100
8927	4	56
767	0	11145
12028	3	20636
2134	0	7857
1891	1	18378
12707	4	4007
14370	3	16993
9460	4	3017
1961	1	17386
2211	1	17791
17814	5	1451
6910	3	17249
13270	3	22243
1309	0	5990
2289	0	10797
2084	0	14401
21507	7	12218
22663	5	2646
14106	4	4344
10839	3	20475
4102	1	22075
14519	6	678
6650	4	644
2146	1	22415
16694	7	6297
20331	5	2254
446	1	21746
21049	5	3723
8317	4	2564
2833	0	12969
18822	5	2743
2960	1	22590
13869	3	19627
3236	1	19938
7888	3	18103
4312	2	14717
21428	5	2563
19454	7	9527
2403	2	14798
1852	1	22607
15677	7	13365
21713	5	1326
18924	7	12270
7114	4	694
1189	1	16241
2977	1	19324
10095	3	19718
14521	6	1984
3140	2	14482
9251	3	19239
1890	0	9189
16537	7	6135
8994	4	2838
2447	0	8544
21198	5	3770
20186	7	10454
4067	2	14636
2021	0	7186
9419	3	19367
12823	4	4034
9097	3	19111
2259	0	10749
12180	4	3878
14586	6	1648
2096	2	14496
591	1	20116
14411	6	4374
12079	4	3796
11302	4	585
12538	4	1225
11727	3	15582
3782	1	21228
438	0	5473
15686	7	5480
409	2	14609
689	0	7236
5095	3	15541
2206	1	19941
17111	7	6755
17855	7	12816
9832	4	3127
17249	7	10118
4176	0	13344
652	0	5123
667	1	15586
14460	6	3966
16666	5	1488
10534	3	20251
20692	5	1128
3688	2	14474
5200	4	717
4320	2	14583
8796	4	1098
15832	7	6354
21152	5	2794
2550	2	14435
1104	1	19991
9638	4	1480
19006	5	2828
15051	7	4594
319	2	14582
1084	1	17125
22206	7	13213
887	1	15849
12118	4	1899
97	1	14967
1512	0	9838
10780	4	904
12050	4	3841
3666	2	14474
22352	5	2189
214	0	10362
22375	7	13462
5774	4	1155
747	0	6004
15615	7	9357
5418	4	895
915	0	10182
21072	5	783
416	2	14612
461	2	14570
22779	5	355
13378	3	22319
18523	7	8389
19379	7	9432
5924	3	16344
2019	1	17486
18612	5	2639
16572	7	11121
616	0	10946
13391	4	4189
13557	4	4041
6108	3	16511
17377	7	7059
15138	7	4683
14492	6	2875
21169	5	3763
3588	1	21789
16261	7	5839
13312	4	2104
634	0	5101
17189	7	6839
